Zeit;Kanal A
-24,62428478;2,44525100
-24,61928478;0,37586120
-24,61428478;3,00935000
-24,60928478;2,44525100
-24,60428478;2,63348900
-24,59928478;3,00935000
-24,59428478;3,38582700
-24,58928478;3,00935000
-24,58428478;1,31643700
-24,57928478;1,50467500
-24,57428478;3,19758800
-24,56928478;3,00935000
-24,56428478;3,57345000
-24,55928478;3,19758800
-24,55428478;3,94992600
-24,54928478;1,88053600
-24,54428478;2,82111200
-24,53928478;1,12819900
-24,53428478;2,82111200
-24,52928478;2,06877400
-24,52428478;3,76168800
-24,51928478;2,44525100
-24,51428478;1,69291300
-24,50928478;3,38582700
-24,50428478;2,06877400
-24,49928478;3,94992600
-24,49428478;3,94992600
-24,48928478;4,89050100
-24,48428478;3,94992600
-24,47928478;2,63348900
-24,47428478;3,94992600
-24,46928478;2,44525100
-24,46428478;4,89050100
-24,45928478;2,63348900
-24,45428478;3,19758800
-24,44928478;3,94992600
-24,44428478;2,63348900
-24,43928478;2,63348900
-24,43428478;3,94992600
-24,42928478;2,44525100
-24,42428478;3,76168800
-24,41928478;1,88053600
-24,41428478;2,44525100
-24,40928478;2,82111200
-24,40428478;3,38582700
-24,39928478;2,25701300
-24,39428478;2,44525100
-24,38928478;3,76168800
-24,38428478;3,38582700
-24,37928478;3,00935000
-24,37428478;2,06877400
-24,36928478;3,00935000
-24,36428478;3,38582700
-24,35928478;0,56409940
-24,35428478;2,06877400
-24,34928478;3,38582700
-24,34428478;1,31643700
-24,33928478;2,44525100
-24,33428478;2,82111200
-24,32928478;2,06877400
-24,32428478;1,50467500
-24,31928478;2,06877400
-24,31428478;3,00935000
-24,30928478;1,88053600
-24,30428478;1,50467500
-24,29928478;1,12819900
-24,29428478;2,44525100
-24,28928478;3,19758800
-24,28428478;2,06877400
-24,27928478;3,00935000
-24,27428478;2,82111200
-24,26928478;3,19758800
-24,26428478;4,70226400
-24,25928478;2,63348900
-24,25428479;2,25701300
-24,24928479;2,82111200
-24,24428479;3,94992600
-24,23928479;3,00935000
-24,23428479;2,44525100
-24,22928479;3,57345000
-24,22428479;3,00935000
-24,21928479;1,69291300
-24,21428479;2,25701300
-24,20928479;2,82111200
-24,20428479;3,00935000
-24,19928479;1,88053600
-24,19428479;2,44525100
-24,18928479;3,38582700
-24,18428479;1,50467500
-24,17928479;1,12819900
-24,17428479;2,25701300
-24,16928479;2,44525100
-24,16428479;3,94992600
-24,15928479;2,82111200
-24,15428479;2,63348900
-24,14928479;1,12819900
-24,14428479;3,19758800
-24,13928479;1,50467500
-24,13428479;1,50467500
-24,12928479;2,06877400
-24,12428479;2,25701300
-24,11928479;1,88053600
-24,11428479;1,69291300
-24,10928479;1,69291300
-24,10428479;1,50467500
-24,09928479;0,93996060
-24,09428479;2,06877400
-24,08928479;3,38582700
-24,08428479;3,00935000
-24,07928479;3,57345000
-24,07428479;1,88053600
-24,06928479;2,06877400
-24,06428479;3,00935000
-24,05928479;1,69291300
-24,05428479;3,19758800
-24,04928479;3,57345000
-24,04428479;2,82111200
-24,03928479;3,94992600
-24,03428479;2,25701300
-24,02928479;2,44525100
-24,02428479;1,88053600
-24,01928479;2,25701300
-24,01428479;1,88053600
-24,00928479;2,25701300
-24,00428479;1,12819900
-23,99928479;0,56409940
-23,99428479;1,69291300
-23,98928479;1,88053600
-23,98428479;1,12819900
-23,97928479;1,31643700
-23,97428479;2,82111200
-23,96928479;2,44525100
-23,96428479;2,06877400
-23,95928479;1,50467500
-23,95428479;1,69291300
-23,94928479;2,06877400
-23,94428479;4,70226400
-23,93928479;1,69291300
-23,93428479;2,82111200
-23,92928479;3,57345000
-23,92428479;2,06877400
-23,91928479;3,19758800
-23,91428479;3,76168800
-23,90928479;3,76168800
-23,90428479;1,88053600
-23,89928479;1,50467500
-23,89428479;2,82111200
-23,88928479;3,19758800
-23,88428479;2,63348900
-23,87928479;3,19758800
-23,87428479;1,88053600
-23,86928479;4,13816400
-23,86428479;2,25701300
-23,85928480;3,76168800
-23,85428480;0,93996060
-23,84928480;3,38582700
-23,84428480;3,00935000
-23,83928480;3,00935000
-23,83428480;2,63348900
-23,82928480;3,00935000
-23,82428480;0,93996060
-23,81928480;1,50467500
-23,81428480;1,12819900
-23,80928480;2,82111200
-23,80428480;2,25701300
-23,79928480;1,88053600
-23,79428480;2,25701300
-23,78928480;3,57345000
-23,78428480;1,12819900
-23,77928480;1,50467500
-23,77428480;0,75233760
-23,76928480;1,12819900
-23,76428480;1,88053600
-23,75928480;4,32640200
-23,75428480;1,12819900
-23,74928480;2,63348900
-23,74428480;-0,56409940
-23,73928480;2,06877400
-23,73428480;2,82111200
-23,72928480;1,50467500
-23,72428480;3,38582700
-23,71928480;2,06877400
-23,71428480;4,13816400
-23,70928480;1,12819900
-23,70428480;2,06877400
-23,69928480;0,56409940
-23,69428480;2,06877400
-23,68928480;2,25701300
-23,68428480;0,56409940
-23,67928480;2,44525100
-23,67428480;1,31643700
-23,66928480;2,06877400
-23,66428480;0,56409940
-23,65928480;1,50467500
-23,65428480;3,76168800
-23,64928480;2,06877400
-23,64428480;0,37586120
-23,63928480;2,44525100
-23,63428480;2,25701300
-23,62928480;3,00935000
-23,62428480;2,44525100
-23,61928480;3,19758800
-23,61428480;1,50467500
-23,60928480;2,06877400
-23,60428480;2,63348900
-23,59928480;2,06877400
-23,59428480;2,82111200
-23,58928480;-0,18762300
-23,58428480;0,18762300
-23,57928480;3,00935000
-23,57428480;1,31643700
-23,56928480;1,69291300
-23,56428480;1,50467500
-23,55928480;3,19758800
-23,55428480;1,88053600
-23,54928480;1,69291300
-23,54428480;3,38582700
-23,53928480;2,82111200
-23,53428480;1,50467500
-23,52928480;2,06877400
-23,52428480;3,38582700
-23,51928480;1,69291300
-23,51428480;2,06877400
-23,50928480;0,93996060
-23,50428480;2,44525100
-23,49928480;-0,37586120
-23,49428480;1,69291300
-23,48928480;0,93996060
-23,48428480;0,75233760
-23,47928480;0,56409940
-23,47428480;2,44525100
-23,46928480;2,06877400
-23,46428481;1,12819900
-23,45928481;1,12819900
-23,45428481;-0,37586120
-23,44928481;0,56409940
-23,44428481;1,88053600
-23,43928481;0,93996060
-23,43428481;1,69291300
-23,42928481;2,06877400
-23,42428481;1,12819900
-23,41928481;3,57345000
-23,41428481;3,38582700
-23,40928481;1,88053600
-23,40428481;1,88053600
-23,39928481;2,06877400
-23,39428481;2,25701300
-23,38928481;2,44525100
-23,38428481;1,12819900
-23,37928481;0,37586120
-23,37428481;2,25701300
-23,36928481;0,93996060
-23,36428481;1,88053600
-23,35928481;0,93996060
-23,35428481;1,69291300
-23,34928481;1,69291300
-23,34428481;-0,56409940
-23,33928481;0,37586120
-23,33428481;0,56409940
-23,32928481;-0,75233760
-23,32428481;0,93996060
-23,31928481;1,88053600
-23,31428481;2,06877400
-23,30928481;1,88053600
-23,30428481;-0,37586120
-23,29928481;1,69291300
-23,29428481;3,76168800
-23,28928481;0,56409940
-23,28428481;1,12819900
-23,27928481;0,56409940
-23,27428481;-0,37586120
-23,26928481;0,75233760
-23,26428481;0,56409940
-23,25928481;0,37586120
-23,25428481;1,88053600
-23,24928481;0,75233760
-23,24428481;1,69291300
-23,23928481;0,56409940
-23,23428481;0,93996060
-23,22928481;1,50467500
-23,22428481;3,00935000
-23,21928481;0,93996060
-23,21428481;0,93996060
-23,20928481;0,93996060
-23,20428481;1,69291300
-23,19928481;0,56409940
-23,19428481;0,93996060
-23,18928481;0,18762300
-23,18428481;-0,37586120
-23,17928481;0,93996060
-23,17428481;1,69291300
-23,16928481;-0,75233760
-23,16428481;1,31643700
-23,15928481;1,12819900
-23,15428481;0,00000000
-23,14928481;0,75233760
-23,14428481;0,56409940
-23,13928481;-0,93996060
-23,13428481;-0,75233760
-23,12928481;0,37586120
-23,12428481;0,75233760
-23,11928481;0,00000000
-23,11428481;-1,31643700
-23,10928481;1,31643700
-23,10428481;-0,75233760
-23,09928481;-0,75233760
-23,09428481;0,00000000
-23,08928481;0,37586120
-23,08428481;0,00000000
-23,07928481;-1,31643700
-23,07428481;0,56409940
-23,06928481;1,12819900
-23,06428482;-0,18762300
-23,05928482;-0,37586120
-23,05428482;0,00000000
-23,04928482;-0,56409940
-23,04428482;0,93996060
-23,03928482;-0,75233760
-23,03428482;-0,37586120
-23,02928482;-2,06877400
-23,02428482;-1,50467500
-23,01928482;-0,75233760
-23,01428482;-1,69291300
-23,00928482;0,00000000
-23,00428482;-0,75233760
-22,99928482;-2,06877400
-22,99428482;-1,12819900
-22,98928482;0,18762300
-22,98428482;-0,37586120
-22,97928482;-1,12819900
-22,97428482;-0,37586120
-22,96928482;-1,31643700
-22,96428482;-0,56409940
-22,95928482;-0,18762300
-22,95428482;-1,50467500
-22,94928482;-1,12819900
-22,94428482;1,50467500
-22,93928482;0,00000000
-22,93428482;-0,93996060
-22,92928482;1,31643700
-22,92428482;-1,50467500
-22,91928482;-1,12819900
-22,91428482;0,00000000
-22,90928482;-0,93996060
-22,90428482;-0,37586120
-22,89928482;-2,06877400
-22,89428482;-1,69291300
-22,88928482;-2,25701300
-22,88428482;-1,31643700
-22,87928482;-1,88053600
-22,87428482;-2,63348900
-22,86928482;-2,63348900
-22,86428482;-2,25701300
-22,85928482;-2,06877400
-22,85428482;-1,31643700
-22,84928482;-1,69291300
-22,84428482;-3,38582700
-22,83928482;-3,19758800
-22,83428482;-1,31643700
-22,82928482;-1,88053600
-22,82428482;-3,19758800
-22,81928482;-2,63348900
-22,81428482;-3,19758800
-22,80928482;-3,19758800
-22,80428482;-3,94992600
-22,79928482;-2,63348900
-22,79428482;-3,00935000
-22,78928482;-3,76168800
-22,78428482;-2,63348900
-22,77928482;-4,89050100
-22,77428482;-2,82111200
-22,76928482;-3,38582700
-22,76428482;-2,06877400
-22,75928482;-3,94992600
-22,75428482;-2,25701300
-22,74928482;-1,69291300
-22,74428482;-1,88053600
-22,73928482;-2,06877400
-22,73428482;-1,12819900
-22,72928482;-1,69291300
-22,72428482;0,18762300
-22,71928482;-1,12819900
-22,71428482;-0,75233760
-22,70928482;-1,69291300
-22,70428482;0,00000000
-22,69928482;-1,69291300
-22,69428482;-1,31643700
-22,68928482;-0,75233760
-22,68428482;-0,75233760
-22,67928482;-1,31643700
-22,67428482;-1,12819900
-22,66928483;-2,82111200
-22,66428483;-2,82111200
-22,65928483;-2,63348900
-22,65428483;-0,93996060
-22,64928483;-1,50467500
-22,64428483;-3,00935000
-22,63928483;-1,12819900
-22,63428483;-2,25701300
-22,62928483;-0,37586120
-22,62428483;-2,06877400
-22,61928483;-2,25701300
-22,61428483;-2,82111200
-22,60928483;0,00000000
-22,60428483;-1,31643700
-22,59928483;-1,88053600
-22,59428483;-1,69291300
-22,58928483;-2,06877400
-22,58428483;-3,19758800
-22,57928483;-1,88053600
-22,57428483;-3,00935000
-22,56928483;-1,69291300
-22,56428483;-3,19758800
-22,55928483;-1,69291300
-22,55428483;-4,51402500
-22,54928483;-2,63348900
-22,54428483;-4,13816400
-22,53928483;-2,44525100
-22,53428483;-3,57345000
-22,52928483;-3,76168800
-22,52428483;-2,82111200
-22,51928483;-3,19758800
-22,51428483;-1,69291300
-22,50928483;-3,19758800
-22,50428483;-1,31643700
-22,49928483;-2,82111200
-22,49428483;-2,06877400
-22,48928483;-3,00935000
-22,48428483;-3,57345000
-22,47928483;-3,19758800
-22,47428483;-1,69291300
-22,46928483;-1,69291300
-22,46428483;-3,76168800
-22,45928483;-3,00935000
-22,45428483;-4,13816400
-22,44928483;-3,19758800
-22,44428483;-2,63348900
-22,43928483;-1,69291300
-22,43428483;-1,50467500
-22,42928483;-0,93996060
-22,42428483;-1,69291300
-22,41928483;-2,06877400
-22,41428483;-2,25701300
-22,40928483;-1,50467500
-22,40428483;-1,50467500
-22,39928483;1,31643700
-22,39428483;-2,63348900
-22,38928483;-3,00935000
-22,38428483;-3,19758800
-22,37928483;-2,06877400
-22,37428483;-1,31643700
-22,36928483;-0,93996060
-22,36428483;-0,75233760
-22,35928483;-0,37586120
-22,35428483;-1,12819900
-22,34928483;-1,69291300
-22,34428483;0,93996060
-22,33928483;-0,18762300
-22,33428483;-1,12819900
-22,32928483;-1,88053600
-22,32428483;-1,88053600
-22,31928483;-0,56409940
-22,31428483;-0,75233760
-22,30928483;-1,69291300
-22,30428483;-1,69291300
-22,29928483;-0,37586120
-22,29428483;-0,37586120
-22,28928483;-2,25701300
-22,28428483;-1,88053600
-22,27928483;-1,69291300
-22,27428484;-1,31643700
-22,26928484;-2,25701300
-22,26428484;-2,06877400
-22,25928484;-1,88053600
-22,25428484;-0,37586120
-22,24928484;-2,06877400
-22,24428484;-0,93996060
-22,23928484;-1,12819900
-22,23428484;-0,18762300
-22,22928484;-1,50467500
-22,22428484;-0,75233760
-22,21928484;-1,12819900
-22,21428484;-1,12819900
-22,20928484;-1,88053600
-22,20428484;-1,31643700
-22,19928484;-1,31643700
-22,19428484;-2,63348900
-22,18928484;-1,69291300
-22,18428484;-1,31643700
-22,17928484;-1,12819900
-22,17428484;0,18762300
-22,16928484;-0,18762300
-22,16428484;-2,44525100
-22,15928484;-1,88053600
-22,15428484;-2,25701300
-22,14928484;-2,25701300
-22,14428484;-2,06877400
-22,13928484;-1,50467500
-22,13428484;-1,31643700
-22,12928484;-0,18762300
-22,12428484;-1,50467500
-22,11928484;-1,31643700
-22,11428484;-1,12819900
-22,10928484;-0,37586120
-22,10428484;-0,56409940
-22,09928484;-1,69291300
-22,09428484;0,37586120
-22,08928484;-0,75233760
-22,08428484;0,00000000
-22,07928484;-0,93996060
-22,07428484;-0,75233760
-22,06928484;-1,69291300
-22,06428484;0,00000000
-22,05928484;0,18762300
-22,05428484;-1,69291300
-22,04928484;-0,18762300
-22,04428484;-1,12819900
-22,03928484;-0,93996060
-22,03428484;-1,12819900
-22,02928484;-1,88053600
-22,02428484;0,00000000
-22,01928484;-1,12819900
-22,01428484;0,18762300
-22,00928484;-0,93996060
-22,00428484;0,00000000
-21,99928484;-0,56409940
-21,99428484;-1,50467500
-21,98928484;-0,37586120
-21,98428484;-0,75233760
-21,97928484;0,37586120
-21,97428484;0,00000000
-21,96928484;-1,31643700
-21,96428484;-0,18762300
-21,95928484;0,00000000
-21,95428484;1,12819900
-21,94928484;-1,31643700
-21,94428484;1,31643700
-21,93928484;0,93996060
-21,93428484;-1,12819900
-21,92928484;-3,00935000
-21,92428484;-1,50467500
-21,91928484;-1,31643700
-21,91428484;-1,50467500
-21,90928484;-1,31643700
-21,90428484;-1,31643700
-21,89928484;0,93996060
-21,89428484;-1,31643700
-21,88928484;-1,12819900
-21,88428484;-0,75233760
-21,87928485;-1,12819900
-21,87428485;-0,18762300
-21,86928485;-0,75233760
-21,86428485;-0,37586120
-21,85928485;-0,37586120
-21,85428485;0,37586120
-21,84928485;-0,37586120
-21,84428485;-0,75233760
-21,83928485;-0,75233760
-21,83428485;-1,12819900
-21,82928485;-0,37586120
-21,82428485;-1,31643700
-21,81928485;-1,12819900
-21,81428485;0,00000000
-21,80928485;-1,69291300
-21,80428485;0,00000000
-21,79928485;-0,37586120
-21,79428485;0,00000000
-21,78928485;-0,75233760
-21,78428485;-1,31643700
-21,77928485;-2,44525100
-21,77428485;-1,69291300
-21,76928485;-3,19758800
-21,76428485;-1,12819900
-21,75928485;-2,44525100
-21,75428485;0,18762300
-21,74928485;-1,12819900
-21,74428485;0,18762300
-21,73928485;0,00000000
-21,73428485;-0,56409940
-21,72928485;0,75233760
-21,72428485;0,56409940
-21,71928485;0,56409940
-21,71428485;-1,31643700
-21,70928485;-1,69291300
-21,70428485;-0,18762300
-21,69928485;-3,00935000
-21,69428485;0,18762300
-21,68928485;0,00000000
-21,68428485;0,00000000
-21,67928485;-1,31643700
-21,67428485;0,56409940
-21,66928485;-3,19758800
-21,66428485;-0,93996060
-21,65928485;0,93996060
-21,65428485;-0,37586120
-21,64928485;-1,88053600
-21,64428485;-1,12819900
-21,63928485;-1,31643700
-21,63428485;-1,69291300
-21,62928485;-2,06877400
-21,62428485;-1,31643700
-21,61928485;-1,12819900
-21,61428485;-2,25701300
-21,60928485;-1,31643700
-21,60428485;-2,06877400
-21,59928485;-2,25701300
-21,59428485;-1,50467500
-21,58928485;-2,06877400
-21,58428485;-0,75233760
-21,57928485;-1,88053600
-21,57428485;-0,75233760
-21,56928485;-1,69291300
-21,56428485;-1,50467500
-21,55928485;-0,75233760
-21,55428485;-1,69291300
-21,54928485;-2,06877400
-21,54428485;0,37586120
-21,53928485;-1,12819900
-21,53428485;-2,06877400
-21,52928485;-1,12819900
-21,52428485;-1,31643700
-21,51928485;-3,00935000
-21,51428485;-2,63348900
-21,50928485;-1,50467500
-21,50428485;-1,12819900
-21,49928485;-0,93996060
-21,49428485;-1,50467500
-21,48928485;0,37586120
-21,48428486;-2,44525100
-21,47928486;-2,25701300
-21,47428486;-2,06877400
-21,46928486;-2,82111200
-21,46428486;-2,06877400
-21,45928486;-3,00935000
-21,45428486;-1,31643700
-21,44928486;-1,12819900
-21,44428486;-2,06877400
-21,43928486;-2,63348900
-21,43428486;-1,88053600
-21,42928486;-2,06877400
-21,42428486;-2,06877400
-21,41928486;-2,63348900
-21,41428486;-2,82111200
-21,40928486;-2,25701300
-21,40428486;-1,69291300
-21,39928486;-1,12819900
-21,39428486;-2,44525100
-21,38928486;-3,00935000
-21,38428486;-3,57345000
-21,37928486;-1,69291300
-21,37428486;-2,25701300
-21,36928486;-2,25701300
-21,36428486;-1,31643700
-21,35928486;-1,12819900
-21,35428486;-3,00935000
-21,34928486;-2,63348900
-21,34428486;-3,00935000
-21,33928486;-2,63348900
-21,33428486;-3,00935000
-21,32928486;-5,07874000
-21,32428486;-3,38582700
-21,31928486;-1,31643700
-21,31428486;-3,19758800
-21,30928486;-3,19758800
-21,30428486;-2,63348900
-21,29928486;-1,12819900
-21,29428486;-2,25701300
-21,28928486;-3,76168800
-21,28428486;-0,93996060
-21,27928486;-2,06877400
-21,27428486;-0,75233760
-21,26928486;-1,12819900
-21,26428486;-2,25701300
-21,25928486;-1,69291300
-21,25428486;-0,75233760
-21,24928486;-0,75233760
-21,24428486;-1,69291300
-21,23928486;-0,37586120
-21,23428486;-0,37586120
-21,22928486;1,50467500
-21,22428486;-2,44525100
-21,21928486;-0,93996060
-21,21428486;-2,25701300
-21,20928486;-1,12819900
-21,20428486;-0,93996060
-21,19928486;-1,69291300
-21,19428486;-1,50467500
-21,18928486;-1,12819900
-21,18428486;-2,25701300
-21,17928486;0,18762300
-21,17428486;-1,50467500
-21,16928486;-0,75233760
-21,16428486;-3,38582700
-21,15928486;-3,00935000
-21,15428486;-2,06877400
-21,14928486;-1,88053600
-21,14428486;-2,44525100
-21,13928486;-1,12819900
-21,13428486;-2,06877400
-21,12928486;-1,88053600
-21,12428486;-2,63348900
-21,11928486;-1,31643700
-21,11428486;0,00000000
-21,10928486;-1,88053600
-21,10428486;-1,50467500
-21,09928486;-1,50467500
-21,09428486;-1,31643700
-21,08928487;-2,82111200
-21,08428487;-1,12819900
-21,07928487;-1,69291300
-21,07428487;-1,31643700
-21,06928487;-0,93996060
-21,06428487;-1,88053600
-21,05928487;0,00000000
-21,05428487;-1,88053600
-21,04928487;-0,93996060
-21,04428487;-0,75233760
-21,03928487;-1,12819900
-21,03428487;-2,25701300
-21,02928487;-1,50467500
-21,02428487;-1,31643700
-21,01928487;-1,69291300
-21,01428487;-0,37586120
-21,00928487;-1,69291300
-21,00428487;0,00000000
-20,99928487;-1,69291300
-20,99428487;-0,93996060
-20,98928487;-1,12819900
-20,98428487;-0,75233760
-20,97928487;0,56409940
-20,97428487;-0,75233760
-20,96928487;0,18762300
-20,96428487;-1,50467500
-20,95928487;0,18762300
-20,95428487;-2,25701300
-20,94928487;0,18762300
-20,94428487;-0,37586120
-20,93928487;-0,37586120
-20,93428487;-0,18762300
-20,92928487;0,00000000
-20,92428487;-0,75233760
-20,91928487;0,56409940
-20,91428487;-0,75233760
-20,90928487;0,00000000
-20,90428487;-0,75233760
-20,89928487;-0,37586120
-20,89428487;0,56409940
-20,88928487;-0,37586120
-20,88428487;-1,31643700
-20,87928487;-0,56409940
-20,87428487;-0,75233760
-20,86928487;0,00000000
-20,86428487;0,00000000
-20,85928487;-0,37586120
-20,85428487;0,56409940
-20,84928487;0,18762300
-20,84428487;0,00000000
-20,83928487;0,93996060
-20,83428487;1,88053600
-20,82928487;1,50467500
-20,82428487;0,00000000
-20,81928487;0,93996060
-20,81428487;1,50467500
-20,80928487;-0,56409940
-20,80428487;-0,93996060
-20,79928487;0,00000000
-20,79428487;0,37586120
-20,78928487;0,75233760
-20,78428487;0,18762300
-20,77928487;2,63348900
-20,77428487;0,18762300
-20,76928487;0,93996060
-20,76428487;1,12819900
-20,75928487;0,00000000
-20,75428487;-1,12819900
-20,74928487;-0,37586120
-20,74428487;1,12819900
-20,73928487;-0,37586120
-20,73428487;0,00000000
-20,72928487;-1,69291300
-20,72428487;0,00000000
-20,71928487;0,75233760
-20,71428487;0,18762300
-20,70928487;0,18762300
-20,70428487;0,18762300
-20,69928487;0,56409940
-20,69428487;1,12819900
-20,68928488;1,88053600
-20,68428488;0,75233760
-20,67928488;0,93996060
-20,67428488;0,18762300
-20,66928488;0,56409940
-20,66428488;1,50467500
-20,65928488;2,25701300
-20,65428488;1,12819900
-20,64928488;1,31643700
-20,64428488;-0,18762300
-20,63928488;1,69291300
-20,63428488;0,93996060
-20,62928488;1,88053600
-20,62428488;2,06877400
-20,61928488;0,56409940
-20,61428488;1,88053600
-20,60928488;2,06877400
-20,60428488;0,56409940
-20,59928488;1,50467500
-20,59428488;2,44525100
-20,58928488;2,06877400
-20,58428488;3,00935000
-20,57928488;2,06877400
-20,57428488;1,50467500
-20,56928488;1,12819900
-20,56428488;2,63348900
-20,55928488;2,25701300
-20,55428488;1,88053600
-20,54928488;1,69291300
-20,54428488;2,06877400
-20,53928488;1,31643700
-20,53428488;1,31643700
-20,52928488;3,76168800
-20,52428488;0,18762300
-20,51928488;0,93996060
-20,51428488;0,56409940
-20,50928488;0,93996060
-20,50428488;2,06877400
-20,49928488;1,31643700
-20,49428488;0,75233760
-20,48928488;1,50467500
-20,48428488;1,12819900
-20,47928488;2,82111200
-20,47428488;0,75233760
-20,46928488;0,00000000
-20,46428488;0,75233760
-20,45928488;1,69291300
-20,45428488;0,93996060
-20,44928488;0,18762300
-20,44428488;0,56409940
-20,43928488;1,69291300
-20,43428488;1,12819900
-20,42928488;2,25701300
-20,42428488;2,44525100
-20,41928488;2,06877400
-20,41428488;1,12819900
-20,40928488;2,25701300
-20,40428488;0,18762300
-20,39928488;3,19758800
-20,39428488;2,06877400
-20,38928488;0,93996060
-20,38428488;2,44525100
-20,37928488;1,69291300
-20,37428488;1,69291300
-20,36928488;2,82111200
-20,36428488;0,93996060
-20,35928488;2,63348900
-20,35428488;0,75233760
-20,34928488;2,06877400
-20,34428488;1,12819900
-20,33928488;2,25701300
-20,33428488;2,06877400
-20,32928488;2,44525100
-20,32428488;1,50467500
-20,31928488;0,56409940
-20,31428488;1,50467500
-20,30928488;1,69291300
-20,30428488;0,37586120
-20,29928488;0,00000000
-20,29428489;1,50467500
-20,28928489;0,56409940
-20,28428489;0,93996060
-20,27928489;1,31643700
-20,27428489;2,63348900
-20,26928489;1,69291300
-20,26428489;1,88053600
-20,25928489;1,69291300
-20,25428489;1,50467500
-20,24928489;0,93996060
-20,24428489;2,06877400
-20,23928489;0,56409940
-20,23428489;1,69291300
-20,22928489;1,88053600
-20,22428489;1,50467500
-20,21928489;0,56409940
-20,21428489;1,12819900
-20,20928489;0,56409940
-20,20428489;2,44525100
-20,19928489;2,82111200
-20,19428489;2,44525100
-20,18928489;1,88053600
-20,18428489;1,50467500
-20,17928489;2,82111200
-20,17428489;2,44525100
-20,16928489;1,88053600
-20,16428489;0,75233760
-20,15928489;0,75233760
-20,15428489;1,31643700
-20,14928489;1,88053600
-20,14428489;2,06877400
-20,13928489;1,50467500
-20,13428489;2,25701300
-20,12928489;2,82111200
-20,12428489;0,93996060
-20,11928489;1,31643700
-20,11428489;-0,75233760
-20,10928489;2,06877400
-20,10428489;1,12819900
-20,09928489;1,50467500
-20,09428489;1,31643700
-20,08928489;1,50467500
-20,08428489;1,69291300
-20,07928489;1,50467500
-20,07428489;0,56409940
-20,06928489;2,06877400
-20,06428489;1,31643700
-20,05928489;2,06877400
-20,05428489;0,93996060
-20,04928489;1,50467500
-20,04428489;1,50467500
-20,03928489;1,88053600
-20,03428489;1,88053600
-20,02928489;2,63348900
-20,02428489;1,88053600
-20,01928489;1,50467500
-20,01428489;1,88053600
-20,00928489;2,25701300
-20,00428489;3,38582700
-19,99928489;1,69291300
-19,99428489;2,82111200
-19,98928489;2,06877400
-19,98428489;1,88053600
-19,97928489;1,88053600
-19,97428489;0,37586120
-19,96928489;0,18762300
-19,96428489;1,69291300
-19,95928489;2,44525100
-19,95428489;0,00000000
-19,94928489;1,12819900
-19,94428489;1,50467500
-19,93928489;0,93996060
-19,93428489;2,44525100
-19,92928489;2,25701300
-19,92428489;1,69291300
-19,91928489;2,06877400
-19,91428489;2,06877400
-19,90928489;0,18762300
-19,90428489;0,93996060
-19,89928490;-0,18762300
-19,89428490;1,69291300
-19,88928490;1,50467500
-19,88428490;0,37586120
-19,87928490;0,56409940
-19,87428490;2,06877400
-19,86928490;1,88053600
-19,86428490;-0,37586120
-19,85928490;1,50467500
-19,85428490;-0,93996060
-19,84928490;1,50467500
-19,84428490;0,56409940
-19,83928490;2,06877400
-19,83428490;1,12819900
-19,82928490;2,06877400
-19,82428490;2,06877400
-19,81928490;0,93996060
-19,81428490;1,69291300
-19,80928490;1,69291300
-19,80428490;0,93996060
-19,79928490;0,75233760
