Zeit;Kanal A
-24,62399906;0,56409940
-24,61899906;0,56409940
-24,61399906;-2,06877400
-24,60899906;0,56409940
-24,60399906;2,44525100
-24,59899906;0,93996060
-24,59399906;1,12819900
-24,58899906;0,00000000
-24,58399906;0,00000000
-24,57899906;2,44525100
-24,57399906;-0,18762300
-24,56899906;-0,37586120
-24,56399906;-1,31643700
-24,55899906;1,88053600
-24,55399906;-0,56409940
-24,54899906;-0,93996060
-24,54399906;0,56409940
-24,53899906;1,50467500
-24,53399906;2,63348900
-24,52899906;0,75233760
-24,52399906;2,06877400
-24,51899906;0,00000000
-24,51399906;0,93996060
-24,50899906;0,56409940
-24,50399906;0,00000000
-24,49899906;-0,37586120
-24,49399906;1,50467500
-24,48899906;-1,12819900
-24,48399906;2,63348900
-24,47899907;1,12819900
-24,47399907;-3,00935000
-24,46899907;-1,69291300
-24,46399907;-1,12819900
-24,45899907;-3,00935000
-24,45399907;-1,69291300
-24,44899907;0,93996060
-24,44399907;1,12819900
-24,43899907;1,12819900
-24,43399907;-0,18762300
-24,42899907;0,00000000
-24,42399907;1,69291300
-24,41899907;0,18762300
-24,41399907;1,88053600
-24,40899907;0,93996060
-24,40399907;0,56409940
-24,39899907;-2,06877400
-24,39399907;-0,75233760
-24,38899907;0,93996060
-24,38399907;0,00000000
-24,37899907;1,12819900
-24,37399907;0,93996060
-24,36899907;-2,06877400
-24,36399907;-0,75233760
-24,35899907;-1,12819900
-24,35399907;-1,12819900
-24,34899907;-1,31643700
-24,34399907;-1,69291300
-24,33899907;-1,31643700
-24,33399907;-1,31643700
-24,32899907;0,00000000
-24,32399907;-2,06877400
-24,31899907;-3,19758800
-24,31399907;-1,50467500
-24,30899907;-0,93996060
-24,30399907;-0,37586120
-24,29899907;-0,75233760
-24,29399907;-1,88053600
-24,28899907;-0,37586120
-24,28399907;-1,12819900
-24,27899907;-1,50467500
-24,27399907;-1,12819900
-24,26899907;-3,19758800
-24,26399907;-3,00935000
-24,25899907;-1,12819900
-24,25399907;-3,76168800
-24,24899907;-1,69291300
-24,24399907;-3,19758800
-24,23899907;-0,93996060
-24,23399907;-1,69291300
-24,22899907;-0,37586120
-24,22399907;-3,57345000
-24,21899907;-4,51402500
-24,21399907;-2,63348900
-24,20899907;-0,75233760
-24,20399907;-2,25701300
-24,19899907;-2,63348900
-24,19399907;-0,75233760
-24,18899907;-3,00935000
-24,18399907;-0,56409940
-24,17899907;-1,50467500
-24,17399907;-3,57345000
-24,16899907;-2,06877400
-24,16399907;0,00000000
-24,15899907;-2,44525100
-24,15399907;-4,13816400
-24,14899907;-3,00935000
-24,14399907;-4,32640200
-24,13899907;-4,51402500
-24,13399907;-5,26697800
-24,12899907;-4,32640200
-24,12399907;-3,38582700
-24,11899907;-2,82111200
-24,11399907;0,37586120
-24,10899907;-2,25701300
-24,10399907;-2,82111200
-24,09899907;-3,94992600
-24,09399907;-3,94992600
-24,08899907;-4,13816400
-24,08399908;-2,44525100
-24,07899908;-2,63348900
-24,07399908;1,31643700
-24,06899908;-2,82111200
-24,06399908;-2,63348900
-24,05899908;-0,18762300
-24,05399908;-2,25701300
-24,04899908;-0,18762300
-24,04399908;-2,25701300
-24,03899908;-0,75233760
-24,03399908;-2,06877400
-24,02899908;-3,57345000
-24,02399908;-4,32640200
-24,01899908;-2,44525100
-24,01399908;-1,88053600
-24,00899908;-2,25701300
-24,00399908;-3,57345000
-23,99899908;-3,76168800
-23,99399908;-3,00935000
-23,98899908;-4,32640200
-23,98399908;-2,06877400
-23,97899908;-3,00935000
-23,97399908;-5,07874000
-23,96899908;-3,94992600
-23,96399908;-3,57345000
-23,95899908;-3,38582700
-23,95399908;-1,88053600
-23,94899908;-2,25701300
-23,94399908;-4,13816400
-23,93899908;-3,19758800
-23,93399908;-3,19758800
-23,92899908;-3,76168800
-23,92399908;-3,19758800
-23,91899908;-2,63348900
-23,91399908;-3,19758800
-23,90899908;-5,07874000
-23,90399908;-4,13816400
-23,89899908;-5,07874000
-23,89399908;-2,63348900
-23,88899908;-2,06877400
-23,88399908;-3,94992600
-23,87899908;-3,57345000
-23,87399908;-2,63348900
-23,86899908;-3,76168800
-23,86399908;-3,94992600
-23,85899908;-2,25701300
-23,85399908;-1,12819900
-23,84899908;-1,88053600
-23,84399908;-3,00935000
-23,83899908;-3,00935000
-23,83399908;-2,44525100
-23,82899908;-1,69291300
-23,82399908;-3,19758800
-23,81899908;-4,70226400
-23,81399908;-1,31643700
-23,80899908;-3,38582700
-23,80399908;-2,63348900
-23,79899908;-3,19758800
-23,79399908;-4,13816400
-23,78899908;-2,25701300
-23,78399908;-3,19758800
-23,77899908;-3,00935000
-23,77399908;-2,63348900
-23,76899908;-4,51402500
-23,76399908;-4,32640200
-23,75899908;-2,25701300
-23,75399908;-2,25701300
-23,74899908;-3,19758800
-23,74399908;-3,38582700
-23,73899908;-1,69291300
-23,73399908;-2,44525100
-23,72899908;-2,25701300
-23,72399908;-3,00935000
-23,71899908;-3,00935000
-23,71399908;0,93996060
-23,70899908;-2,63348900
-23,70399908;-3,00935000
-23,69899908;-2,44525100
-23,69399908;-3,00935000
-23,68899909;-3,94992600
-23,68399909;-2,44525100
-23,67899909;-3,00935000
-23,67399909;-5,07874000
-23,66899909;-2,63348900
-23,66399909;-3,76168800
-23,65899909;-4,89050100
-23,65399909;-5,07874000
-23,64899909;-3,57345000
-23,64399909;-3,76168800
-23,63899909;-3,76168800
-23,63399909;-3,19758800
-23,62899909;-3,38582700
-23,62399909;-2,63348900
-23,61899909;-2,63348900
-23,61399909;-1,31643700
-23,60899909;-4,13816400
-23,60399909;-3,19758800
-23,59899909;-2,44525100
-23,59399909;-4,32640200
-23,58899909;-2,25701300
-23,58399909;-2,06877400
-23,57899909;-3,38582700
-23,57399909;-4,13816400
-23,56899909;-3,19758800
-23,56399909;-2,44525100
-23,55899909;-3,57345000
-23,55399909;-2,63348900
-23,54899909;-0,56409940
-23,54399909;-2,06877400
-23,53899909;-2,06877400
-23,53399909;-2,06877400
-23,52899909;-3,38582700
-23,52399909;-3,19758800
-23,51899909;-3,19758800
-23,51399909;-3,19758800
-23,50899909;-1,69291300
-23,50399909;-3,38582700
-23,49899909;-3,19758800
-23,49399909;-2,06877400
-23,48899909;-2,25701300
-23,48399909;-2,63348900
-23,47899909;-2,25701300
-23,47399909;-6,01931600
-23,46899909;-4,32640200
-23,46399909;0,00000000
-23,45899909;0,18762300
-23,45399909;-4,13816400
-23,44899909;-3,19758800
-23,44399909;-1,69291300
-23,43899909;-2,06877400
-23,43399909;-1,69291300
-23,42899909;-3,94992600
-23,42399909;-4,70226400
-23,41899909;-4,13816400
-23,41399909;-3,94992600
-23,40899909;-2,63348900
-23,40399909;-2,82111200
-23,39899909;-2,06877400
-23,39399909;-2,44525100
-23,38899909;-3,76168800
-23,38399909;-2,82111200
-23,37899909;-1,69291300
-23,37399909;-1,31643700
-23,36899909;-1,88053600
-23,36399909;-2,06877400
-23,35899909;-2,82111200
-23,35399909;-3,57345000
-23,34899909;-3,94992600
-23,34399909;-2,63348900
-23,33899909;-3,38582700
-23,33399909;-2,44525100
-23,32899909;-3,19758800
-23,32399909;-3,94992600
-23,31899909;-3,00935000
-23,31399909;-3,57345000
-23,30899909;-3,94992600
-23,30399909;-2,82111200
-23,29899909;-2,06877400
-23,29399910;-2,44525100
-23,28899910;-0,56409940
-23,28399910;-2,25701300
-23,27899910;-3,19758800
-23,27399910;-3,76168800
-23,26899910;-4,13816400
-23,26399910;-0,75233760
-23,25899910;-3,38582700
-23,25399910;-3,57345000
-23,24899910;-2,06877400
-23,24399910;0,56409940
-23,23899910;-3,94992600
-23,23399910;-0,75233760
-23,22899910;-2,82111200
-23,22399910;-2,63348900
-23,21899910;-3,19758800
-23,21399910;-2,63348900
-23,20899910;-2,25701300
-23,20399910;-3,00935000
-23,19899910;-3,57345000
-23,19399910;-2,25701300
-23,18899910;-3,76168800
-23,18399910;-3,19758800
-23,17899910;-3,38582700
-23,17399910;-2,06877400
-23,16899910;-4,89050100
-23,16399910;-3,19758800
-23,15899910;-1,69291300
-23,15399910;-2,44525100
-23,14899910;-2,63348900
-23,14399910;-2,44525100
-23,13899910;-2,82111200
-23,13399910;-2,25701300
-23,12899910;-2,25701300
-23,12399910;-2,06877400
-23,11899910;-3,19758800
-23,11399910;-2,06877400
-23,10899910;-2,63348900
-23,10399910;-0,75233760
-23,09899910;-2,06877400
-23,09399910;-2,25701300
-23,08899910;-3,00935000
-23,08399910;-1,88053600
-23,07899910;-1,69291300
-23,07399910;-2,06877400
-23,06899910;-0,93996060
-23,06399910;-2,82111200
-23,05899910;-1,31643700
-23,05399910;-1,50467500
-23,04899910;-2,06877400
-23,04399910;-2,63348900
-23,03899910;-0,75233760
-23,03399910;-1,69291300
-23,02899910;-2,25701300
-23,02399910;-1,12819900
-23,01899910;-2,25701300
-23,01399910;-3,19758800
-23,00899910;-2,25701300
-23,00399910;-0,37586120
-22,99899910;-1,12819900
-22,99399910;-2,25701300
-22,98899910;-1,69291300
-22,98399910;-1,88053600
-22,97899910;-1,12819900
-22,97399910;-1,88053600
-22,96899910;-2,06877400
-22,96399910;-3,00935000
-22,95899910;-0,56409940
-22,95399910;0,00000000
-22,94899910;0,18762300
-22,94399910;-0,75233760
-22,93899910;-0,56409940
-22,93399910;-1,69291300
-22,92899910;-1,31643700
-22,92399910;-1,69291300
-22,91899910;-2,25701300
-22,91399910;-3,19758800
-22,90899910;-2,63348900
-22,90399910;-2,25701300
-22,89899910;-1,88053600
-22,89399911;-1,31643700
-22,88899911;-2,25701300
-22,88399911;-2,25701300
-22,87899911;-1,12819900
-22,87399911;-2,82111200
-22,86899911;-1,69291300
-22,86399911;-1,12819900
-22,85899911;-0,93996060
-22,85399911;-1,12819900
-22,84899911;-1,12819900
-22,84399911;-0,18762300
-22,83899911;-1,31643700
-22,83399911;0,56409940
-22,82899911;0,00000000
-22,82399911;0,00000000
-22,81899911;-1,69291300
-22,81399911;-1,88053600
-22,80899911;-1,50467500
-22,80399911;0,93996060
-22,79899911;-0,75233760
-22,79399911;0,56409940
-22,78899911;-0,37586120
-22,78399911;-0,37586120
-22,77899911;-1,69291300
-22,77399911;-0,56409940
-22,76899911;0,75233760
-22,76399911;-0,18762300
-22,75899911;0,56409940
-22,75399911;0,18762300
-22,74899911;-2,06877400
-22,74399911;-0,37586120
-22,73899911;-1,12819900
-22,73399911;-0,75233760
-22,72899911;0,93996060
-22,72399911;0,93996060
-22,71899911;-1,31643700
-22,71399911;0,93996060
-22,70899911;-0,75233760
-22,70399911;-0,75233760
-22,69899911;-1,12819900
-22,69399911;-0,37586120
-22,68899911;-0,56409940
-22,68399911;-0,37586120
-22,67899911;-1,69291300
-22,67399911;-0,93996060
-22,66899911;0,00000000
-22,66399911;-0,56409940
-22,65899911;-1,69291300
-22,65399911;-2,25701300
-22,64899911;-1,31643700
-22,64399911;-2,63348900
-22,63899911;-3,00935000
-22,63399911;-1,50467500
-22,62899911;-0,56409940
-22,62399911;-0,93996060
-22,61899911;-0,93996060
-22,61399911;0,75233760
-22,60899911;-2,25701300
-22,60399911;-0,93996060
-22,59899911;-1,88053600
-22,59399911;-1,69291300
-22,58899911;-0,56409940
-22,58399911;-1,12819900
-22,57899911;-2,44525100
-22,57399911;-1,69291300
-22,56899911;-0,56409940
-22,56399911;-2,44525100
-22,55899911;-2,06877400
-22,55399911;0,18762300
-22,54899911;-0,18762300
-22,54399911;-1,31643700
-22,53899911;1,88053600
-22,53399911;-1,88053600
-22,52899911;-1,69291300
-22,52399911;-0,75233760
-22,51899911;-0,37586120
-22,51399911;-0,37586120
-22,50899911;0,75233760
-22,50399911;-1,69291300
-22,49899912;-2,06877400
-22,49399912;0,00000000
-22,48899912;0,56409940
-22,48399912;-0,37586120
-22,47899912;-1,12819900
-22,47399912;-1,69291300
-22,46899912;-3,00935000
-22,46399912;0,18762300
-22,45899912;-0,56409940
-22,45399912;-0,37586120
-22,44899912;-0,18762300
-22,44399912;1,12819900
-22,43899912;-1,31643700
-22,43399912;0,00000000
-22,42899912;0,75233760
-22,42399912;-1,12819900
-22,41899912;-1,50467500
-22,41399912;-0,93996060
-22,40899912;0,56409940
-22,40399912;-2,25701300
-22,39899912;-2,44525100
-22,39399912;-0,37586120
-22,38899912;-0,56409940
-22,38399912;-2,25701300
-22,37899912;-1,69291300
-22,37399912;-0,37586120
-22,36899912;-2,06877400
-22,36399912;-1,31643700
-22,35899912;-1,31643700
-22,35399912;-3,00935000
-22,34899912;-1,31643700
-22,34399912;-0,37586120
-22,33899912;-1,12819900
-22,33399912;-3,38582700
-22,32899912;-1,88053600
-22,32399912;-1,31643700
-22,31899912;0,00000000
-22,31399912;-2,25701300
-22,30899912;-1,50467500
-22,30399912;-1,69291300
-22,29899912;-0,37586120
-22,29399912;-4,13816400
-22,28899912;-2,44525100
-22,28399912;-0,18762300
-22,27899912;-0,37586120
-22,27399912;-2,06877400
-22,26899912;-2,06877400
-22,26399912;-3,94992600
-22,25899912;-0,75233760
-22,25399912;-1,50467500
-22,24899912;-2,25701300
-22,24399912;-0,93996060
-22,23899912;-2,44525100
-22,23399912;-3,57345000
-22,22899912;-2,25701300
-22,22399912;-1,88053600
-22,21899912;-3,00935000
-22,21399912;-0,75233760
-22,20899912;-3,76168800
-22,20399912;-3,57345000
-22,19899912;-3,00935000
-22,19399912;-3,76168800
-22,18899912;-2,44525100
-22,18399912;-1,50467500
-22,17899912;-2,25701300
-22,17399912;-2,44525100
-22,16899912;-3,19758800
-22,16399912;-3,38582700
-22,15899912;-1,88053600
-22,15399912;-2,06877400
-22,14899912;-2,63348900
-22,14399912;-1,50467500
-22,13899912;-4,13816400
-22,13399912;0,00000000
-22,12899912;-0,93996060
-22,12399912;-3,19758800
-22,11899912;-4,70226400
-22,11399912;-3,57345000
-22,10899912;-3,57345000
-22,10399913;-1,88053600
-22,09899913;-0,75233760
-22,09399913;-2,06877400
-22,08899913;-3,00935000
-22,08399913;-2,25701300
-22,07899913;-4,13816400
-22,07399913;-2,82111200
-22,06899913;-5,07874000
-22,06399913;-2,44525100
-22,05899913;-2,63348900
-22,05399913;-2,63348900
-22,04899913;-1,50467500
-22,04399913;-4,70226400
-22,03899913;-4,89050100
-22,03399913;-5,07874000
-22,02899913;-3,57345000
-22,02399913;-3,94992600
-22,01899913;-2,06877400
-22,01399913;-4,13816400
-22,00899913;-2,25701300
-22,00399913;-2,25701300
-21,99899913;-3,00935000
-21,99399913;-2,82111200
-21,98899913;-4,51402500
-21,98399913;-1,69291300
-21,97899913;-3,94992600
-21,97399913;-2,06877400
-21,96899913;-4,13816400
-21,96399913;-2,63348900
-21,95899913;-2,06877400
-21,95399913;-4,89050100
-21,94899913;-2,82111200
-21,94399913;-2,25701300
-21,93899913;-3,19758800
-21,93399913;-1,50467500
-21,92899913;-4,13816400
-21,92399913;-3,38582700
-21,91899913;-2,63348900
-21,91399913;-3,38582700
-21,90899913;-4,51402500
-21,90399913;-3,00935000
-21,89899913;-3,57345000
-21,89399913;-4,13816400
-21,88899913;-4,70226400
-21,88399913;-4,51402500
-21,87899913;-5,83107800
-21,87399913;-2,82111200
-21,86899913;-2,82111200
-21,86399913;-5,07874000
-21,85899913;-1,88053600
-21,85399913;-3,00935000
-21,84899913;-3,94992600
-21,84399913;-3,19758800
-21,83899913;-5,83107800
-21,83399913;-3,38582700
-21,82899913;-4,13816400
-21,82399913;-3,19758800
-21,81899913;-4,89050100
-21,81399913;-3,38582700
-21,80899913;-3,76168800
-21,80399913;-3,76168800
-21,79899913;-4,13816400
-21,79399913;-4,89050100
-21,78899913;-4,13816400
-21,78399913;-4,70226400
-21,77899913;-2,25701300
-21,77399913;-3,94992600
-21,76899913;-5,83107800
-21,76399913;-3,76168800
-21,75899913;-2,25701300
-21,75399913;-5,26697800
-21,74899913;-2,25701300
-21,74399913;-3,19758800
-21,73899913;-1,12819900
-21,73399913;-3,76168800
-21,72899913;-2,82111200
-21,72399913;-2,06877400
-21,71899913;-3,19758800
-21,71399913;-2,25701300
-21,70899914;-2,25701300
-21,70399914;-2,63348900
-21,69899914;-1,31643700
-21,69399914;-3,57345000
-21,68899914;-4,51402500
-21,68399914;-2,06877400
-21,67899914;-4,89050100
-21,67399914;-2,06877400
-21,66899914;-3,19758800
-21,66399914;-5,45460100
-21,65899914;-4,89050100
-21,65399914;-2,25701300
-21,64899914;-3,94992600
-21,64399914;-4,32640200
-21,63899914;-3,38582700
-21,63399914;-1,69291300
-21,62899914;-3,19758800
-21,62399914;-3,00935000
-21,61899914;-2,82111200
-21,61399914;-3,00935000
-21,60899914;-1,12819900
-21,60399914;-0,75233760
-21,59899914;-3,19758800
-21,59399914;-3,19758800
-21,58899914;-2,25701300
-21,58399914;-2,82111200
-21,57899914;-2,63348900
-21,57399914;-2,44525100
-21,56899914;-3,00935000
-21,56399914;-1,69291300
-21,55899914;-1,69291300
-21,55399914;-2,06877400
-21,54899914;-1,69291300
-21,54399914;-3,38582700
-21,53899914;-1,12819900
-21,53399914;-3,94992600
-21,52899914;-1,31643700
-21,52399914;-1,69291300
-21,51899914;-4,70226400
-21,51399914;-0,56409940
-21,50899914;-0,37586120
-21,50399914;-0,18762300
-21,49899914;-2,63348900
-21,49399914;-1,69291300
-21,48899914;-0,75233760
-21,48399914;-1,12819900
-21,47899914;-1,69291300
-21,47399914;-3,38582700
-21,46899914;-2,63348900
-21,46399914;-2,06877400
-21,45899914;-3,57345000
-21,45399914;-1,12819900
-21,44899914;-1,12819900
-21,44399914;-0,75233760
-21,43899914;-2,63348900
-21,43399914;-1,12819900
-21,42899914;-3,00935000
-21,42399914;-1,69291300
-21,41899914;-1,88053600
-21,41399914;-2,06877400
-21,40899914;-0,37586120
-21,40399914;-2,44525100
-21,39899914;-2,63348900
-21,39399914;0,00000000
-21,38899914;-1,88053600
-21,38399914;-2,06877400
-21,37899914;-2,63348900
-21,37399914;-0,75233760
-21,36899914;-1,69291300
-21,36399914;-1,69291300
-21,35899914;-2,25701300
-21,35399914;-1,88053600
-21,34899914;-1,69291300
-21,34399914;-1,12819900
-21,33899914;-2,25701300
-21,33399914;-3,00935000
-21,32899914;-1,12819900
-21,32399914;-1,31643700
-21,31899914;-0,75233760
-21,31399915;-3,00935000
-21,30899915;0,00000000
-21,30399915;-1,12819900
-21,29899915;-1,12819900
-21,29399915;-4,13816400
-21,28899915;-3,00935000
-21,28399915;-0,75233760
-21,27899915;-0,56409940
-21,27399915;-2,06877400
-21,26899915;-2,25701300
-21,26399915;-3,38582700
-21,25899915;0,56409940
-21,25399915;-1,12819900
-21,24899915;-1,12819900
-21,24399915;-2,82111200
-21,23899915;-0,56409940
-21,23399915;-1,69291300
-21,22899915;-1,12819900
-21,22399915;-1,88053600
-21,21899915;-2,25701300
-21,21399915;-1,31643700
-21,20899915;-1,12819900
-21,20399915;-1,12819900
-21,19899915;0,00000000
-21,19399915;-1,88053600
-21,18899915;0,18762300
-21,18399915;0,18762300
-21,17899915;-1,31643700
-21,17399915;-0,56409940
-21,16899915;-0,56409940
-21,16399915;-2,25701300
-21,15899915;1,50467500
-21,15399915;-1,50467500
-21,14899915;-2,06877400
-21,14399915;-1,69291300
-21,13899915;-0,37586120
-21,13399915;-1,69291300
-21,12899915;-0,37586120
-21,12399915;-0,37586120
-21,11899915;-0,93996060
-21,11399915;0,75233760
-21,10899915;-1,69291300
-21,10399915;-1,88053600
-21,09899915;0,18762300
-21,09399915;-0,93996060
-21,08899915;2,06877400
-21,08399915;-0,56409940
-21,07899915;-1,31643700
-21,07399915;0,37586120
-21,06899915;-0,75233760
-21,06399915;-1,12819900
-21,05899915;0,75233760
-21,05399915;-0,18762300
-21,04899915;-0,75233760
-21,04399915;-2,06877400
-21,03899915;0,18762300
-21,03399915;1,12819900
-21,02899915;0,18762300
-21,02399915;0,93996060
-21,01899915;-1,50467500
-21,01399915;0,93996060
-21,00899915;-1,69291300
-21,00399915;0,75233760
-20,99899915;0,93996060
-20,99399915;1,88053600
-20,98899915;-0,18762300
-20,98399915;-0,56409940
-20,97899915;1,31643700
-20,97399915;0,56409940
-20,96899915;-1,12819900
-20,96399915;-1,69291300
-20,95899915;0,75233760
-20,95399915;0,00000000
-20,94899915;-0,93996060
-20,94399915;0,00000000
-20,93899915;-0,37586120
-20,93399915;1,12819900
-20,92899915;0,37586120
-20,92399915;-0,37586120
-20,91899916;-2,63348900
-20,91399916;-1,88053600
-20,90899916;0,00000000
-20,90399916;1,12819900
-20,89899916;-0,56409940
-20,89399916;-2,06877400
-20,88899916;-0,75233760
-20,88399916;0,18762300
-20,87899916;0,00000000
-20,87399916;-2,44525100
-20,86899916;-1,12819900
-20,86399916;-1,88053600
-20,85899916;-1,12819900
-20,85399916;-0,75233760
-20,84899916;-1,12819900
-20,84399916;-0,56409940
-20,83899916;-0,37586120
-20,83399916;-0,75233760
-20,82899916;-0,75233760
-20,82399916;-1,50467500
-20,81899916;-1,31643700
-20,81399916;-1,31643700
-20,80899916;0,75233760
-20,80399916;-0,18762300
-20,79899916;-1,88053600
-20,79399916;1,50467500
-20,78899916;-0,56409940
-20,78399916;1,31643700
-20,77899916;-1,31643700
-20,77399916;-0,56409940
-20,76899916;-1,31643700
-20,76399916;-1,12819900
-20,75899916;-0,75233760
-20,75399916;-2,25701300
-20,74899916;0,18762300
-20,74399916;-0,75233760
-20,73899916;-0,75233760
-20,73399916;2,06877400
-20,72899916;1,88053600
-20,72399916;-2,63348900
-20,71899916;0,75233760
-20,71399916;0,18762300
-20,70899916;0,00000000
-20,70399916;-0,75233760
-20,69899916;-0,37586120
-20,69399916;-1,88053600
-20,68899916;-2,25701300
-20,68399916;0,00000000
-20,67899916;-1,31643700
-20,67399916;-0,75233760
-20,66899916;-0,18762300
-20,66399916;1,50467500
-20,65899916;-0,37586120
-20,65399916;0,18762300
-20,64899916;-0,37586120
-20,64399916;0,93996060
-20,63899916;0,18762300
-20,63399916;1,12819900
-20,62899916;-0,93996060
-20,62399916;-0,93996060
-20,61899916;-1,31643700
-20,61399916;-0,75233760
-20,60899916;1,50467500
-20,60399916;-2,06877400
-20,59899916;0,37586120
-20,59399916;-1,31643700
-20,58899916;0,93996060
-20,58399916;-0,75233760
-20,57899916;0,18762300
-20,57399916;0,00000000
-20,56899916;1,12819900
-20,56399916;0,37586120
-20,55899916;-1,50467500
-20,55399916;-0,56409940
-20,54899916;0,18762300
-20,54399916;0,56409940
-20,53899916;-0,75233760
-20,53399916;0,56409940
-20,52899916;0,18762300
-20,52399916;0,93996060
-20,51899917;-2,82111200
-20,51399917;-0,18762300
-20,50899917;0,37586120
-20,50399917;-1,31643700
-20,49899917;-1,12819900
-20,49399917;-1,12819900
-20,48899917;-0,75233760
-20,48399917;-2,25701300
-20,47899917;0,93996060
-20,47399917;0,56409940
-20,46899917;0,00000000
-20,46399917;0,18762300
-20,45899917;0,93996060
-20,45399917;0,93996060
-20,44899917;1,88053600
-20,44399917;-0,37586120
-20,43899917;-0,18762300
-20,43399917;0,93996060
-20,42899917;0,18762300
-20,42399917;-0,18762300
-20,41899917;0,56409940
-20,41399917;-0,37586120
-20,40899917;-1,31643700
-20,40399917;-1,31643700
-20,39899917;-1,12819900
-20,39399917;-1,31643700
-20,38899917;0,93996060
-20,38399917;-0,18762300
-20,37899917;-0,18762300
-20,37399917;-1,88053600
-20,36899917;-1,69291300
-20,36399917;-0,56409940
-20,35899917;-2,06877400
-20,35399917;-1,88053600
-20,34899917;-2,25701300
-20,34399917;0,75233760
-20,33899917;1,12819900
-20,33399917;0,75233760
-20,32899917;0,18762300
-20,32399917;-1,12819900
-20,31899917;0,93996060
-20,31399917;-0,56409940
-20,30899917;-1,50467500
-20,30399917;-1,31643700
-20,29899917;-1,31643700
-20,29399917;-1,12819900
-20,28899917;-2,25701300
-20,28399917;0,00000000
-20,27899917;0,37586120
-20,27399917;-2,82111200
-20,26899917;-0,75233760
-20,26399917;-1,69291300
-20,25899917;1,50467500
-20,25399917;0,56409940
-20,24899917;-0,56409940
-20,24399917;-1,69291300
-20,23899917;-1,88053600
-20,23399917;-1,12819900
-20,22899917;-0,37586120
-20,22399917;-1,88053600
-20,21899917;0,56409940
-20,21399917;-1,12819900
-20,20899917;-1,31643700
-20,20399917;-2,63348900
-20,19899917;-0,18762300
-20,19399917;0,37586120
-20,18899917;-0,75233760
-20,18399917;0,75233760
-20,17899917;-2,06877400
-20,17399917;-0,18762300
-20,16899917;-0,75233760
-20,16399917;-2,63348900
-20,15899917;0,93996060
-20,15399917;-2,44525100
-20,14899917;-0,93996060
-20,14399917;-1,50467500
-20,13899917;-1,69291300
-20,13399917;-2,44525100
-20,12899917;-2,63348900
-20,12399918;0,93996060
-20,11899918;1,69291300
-20,11399918;-0,75233760
-20,10899918;-4,13816400
-20,10399918;-0,93996060
-20,09899918;-1,50467500
-20,09399918;-2,06877400
-20,08899918;0,18762300
-20,08399918;-0,37586120
-20,07899918;-1,31643700
-20,07399918;-0,75233760
-20,06899918;-1,31643700
-20,06399918;-1,12819900
-20,05899918;0,37586120
-20,05399918;-0,18762300
-20,04899918;-1,31643700
-20,04399918;-1,31643700
-20,03899918;-0,93996060
-20,03399918;-0,37586120
-20,02899918;-2,06877400
-20,02399918;-1,31643700
-20,01899918;-1,69291300
-20,01399918;0,00000000
-20,00899918;-2,25701300
-20,00399918;-1,31643700
-19,99899918;0,56409940
-19,99399918;-0,75233760
-19,98899918;-1,50467500
-19,98399918;-1,31643700
-19,97899918;-1,12819900
-19,97399918;-0,37586120
-19,96899918;-2,44525100
-19,96399918;-1,12819900
-19,95899918;-1,12819900
-19,95399918;-1,69291300
-19,94899918;0,18762300
-19,94399918;-0,18762300
